designation,obsid,ra,dec,teff,logg,feh,snrr,coord_A_Li
J044909.49+232757.5,711006089,72.2895522,23.4659903,4826.24,2.487,-0.159,127.42,3.495689869
J044919.71+470032.2,217908009,72.332164,47.008971,4737.53,2.349,-0.628,90,2.816735744
J044923.55+555330.8,217104052,72.348142,55.891896,4873.72,2.379,-0.229,86.18,4.390854359
J044927.63+245150.9,184706057,72.365153,24.864143,4903.34,2.477,-0.483,45.13,2.299939156
J044929.49+322002.0,170007058,72.372897,32.33391,4930.71,2.203,-0.443,95.44,3.248929024
J044931.02+432658.0,363110196,72.379262,43.449472,5243.89,3.02,-0.23,37.22,2.566922188
J044941.21+601138.6,678516005,72.421723,60.194066,4765.26,2.369,-0.338,62.01,3.991239071
J044959.24+395250.3,123114197,72.496866,39.880662,5084.23,2.626,-0.134,50.11,2.774026394
J045000.52+203805.9,649405120,72.5021975,20.6349958,4341.09,1.683,-0.371,212.12,2.903699636
J045009.18+435816.0,364903179,72.538278,43.971121,5126.49,2.448,-0.439,48.03,2.565043926
J045016.43+315718.8,67105107,72.568492,31.95524,4541.71,2.565,-0.27,79.17,3.039514065
J045018.01+182335.3,712708067,72.5750608,18.3931661,4590.05,2.549,0.144,226.25,2.880035162
J045019.82+523316.7,29609003,72.582614,52.55465,4716.62,1.539,-0.676,94.35,3.063327551
J045021.10+425654.0,309102123,72.5879583,42.9483503,5492.71,2.866,-0.326,76.4,2.91159749
J045027.07+293233.0,255615142,72.612796,29.542526,4694.87,2.671,0.098,74.37,3.217461586
J045032.51+385239.7,257010035,72.635467,38.877695,4847.64,2.222,-0.439,96.63,4.308806419
J045039.62+244644.9,197215168,72.665119,24.779152,5488.42,3.449,-0.518,69.77,2.477416039
J045046.46+430800.5,309102013,72.69299611,43.13348861,4939.2,2.685,0.188,427.21,2.556019068
J045049.69+471433.7,217908050,72.707049,47.242717,4910.41,2.301,-0.398,121.44,2.412283421
J045049.87+533827.5,361713225,72.7077961,53.6409944,4813.06,2.224,-0.391,154.82,3.77737546
J045057.81+433720.0,422309075,72.74089,43.62224,5254.96,2.886,-0.985,35.66,2.287692308
J045058.21+244220.6,721613126,72.7425783,24.7057483,5085.73,2.697,-0.278,101.25,2.164294958
J045058.22+244220.7,99915162,72.742584,24.705756,5133.11,2.617,-0.217,95.82,2.48908782
J045100.12+243935.5,711013020,72.7505033,24.6598839,4996.56,2.629,-0.416,78.43,2.922913074
J045107.22+385241.0,257010048,72.780088,38.878065,4948.57,2.625,-0.41,45.37,3.406224251
J045111.44+005735.4,203302057,72.797682,0.959857,4866.54,2.271,-0.41,58.9,3.705113411
J045113.39+460542.2,217807118,72.805816,46.095071,4715.91,2.412,0.022,59.31,2.812078476
J045118.56+301239.6,255611061,72.827355,30.211018,5128.8,2.151,-0.753,44.59,2.431854725
J045120.45+242723.9,202715098,72.835217,24.456664,4914.98,2.087,-0.777,87.17,2.150541782
J045120.45+242724.0,730516053,72.835215,24.4566931,4950.8,2.258,-0.718,145.42,2.438701868
J045123.30+474907.6,217809012,72.847087,47.818789,4720.1,2.069,-0.516,116.41,2.276094675
J045124.90+172040.6,712607103,72.8537569,17.3446128,4953.45,2.332,-0.516,110,2.528575897
J045125.26+021439.6,203304177,72.855281,2.2443487,4304.88,2.061,-0.579,39.6,2.554376125
J045128.77+404304.0,40013061,72.869902,40.717789,4130.09,1.635,-0.121,80.14,2.347707033
J045131.44+404357.9,315214146,72.881027,40.73276,4135.69,1.724,-0.088,288.02,2.426182985
J045132.31+094713.4,183502066,72.884629,9.787065,4970.36,2.153,-0.486,98.9,2.608759403
J045135.15+021026.0,614012110,72.89649,2.1739069,5301.73,3.481,-0.236,61.17,2.939966202
J045143.35+121157.0,417015232,72.930626,12.199192,4759.93,2.371,-0.225,86.92,3.113445997
J045147.80+103446.5,651707244,72.94865556,10.57846667,5493.38,3.294,0.113,103.02,3.200232744
J045158.90+203336.1,805602122,72.995426,20.560053,4870.3,2.35,0.11,419.24,2.191020012
J045209.14+192642.0,712613226,73.0380961,19.4450228,4825.3,2.314,-0.416,135.71,2.281036854
J045210.89+155941.7,402715052,73.04538,15.994936,4972.14,2.361,-0.692,167.55,2.817023993
J045214.07+533149.4,492210177,73.058662,53.530397,5439.41,3.254,-0.134,67.5,2.506412029
J045219.43+431701.0,364905059,73.080989,43.283623,4204.56,2.05,0.093,126.57,2.188219309
J045220.27+393136.2,405710238,73.084485,39.526735,4910.95,2.721,-0.492,99.29,2.202787876
J045224.89+214319.2,99901075,73.103729,21.722016,4787.28,2.416,-0.303,122.94,3.099742174
J045224.89+214319.3,805605180,73.103717,21.722054,4815.65,2.458,-0.274,105.73,3.219151497
J045226.20+315327.3,77705234,73.109199,31.890922,5077.46,2.321,-0.652,40.96,2.235589743
J045228.31+204927.9,805602004,73.117981,20.824417,4669.28,2.573,0.148,104.61,2.211737156
J045232.25+463359.8,309116102,73.13308528,46.56670472,4730.38,2.573,-0.039,439.09,3.366573334
J045234.33+261723.4,255607170,73.143075,26.289837,4522.45,1.983,-0.501,73.19,4.080470562
J045246.98+152502.7,796208022,73.1957875,15.4174433,4696.28,2.048,-0.348,91.32,2.389490366
J045247.13+213216.9,100001164,73.196387,21.53804,4083.28,1.817,-0.39,113.51,3.056839943
J045247.44+394617.0,405703065,73.197672,39.771393,4629.72,2.623,0.123,84.59,2.312206984
J045248.52+521502.3,361706109,73.2021936,52.2506547,4478.12,1.931,-0.458,137.75,2.750187635
J045250.10+325759.1,170006112,73.208773,32.966421,5059.52,2.913,-0.719,61.2,2.464403629
J045250.62+551853.5,492314020,73.210957,55.314866,4742.02,2.487,-0.084,141.47,3.057041168
J045252.82+330749.8,309806208,73.2201219,33.1305103,4547.59,2.42,-0.061,51.6,2.497512341
J045253.58+225735.7,265604148,73.223284,22.959934,5015.3,2.74,-0.626,103.75,2.331700325
J045307.18+263611.0,255607015,73.279934,26.603066,4689.2,2.317,-0.267,50.16,2.354218483
J045314.59+040956.7,724508212,73.31068806,4.16698028,4636.47,2.061,-0.296,44.47,3.100400209
J045316.74+271910.4,473412156,73.3197886,27.3195561,4811.5,2.326,-0.098,89.79,3.160853386
J045325.08+105103.0,183504141,73.354504,10.850859,4044.79,1.572,-0.207,161.71,2.377745628
J045329.00+593111.0,678514154,73.370857,59.519731,5486.61,3.486,-0.119,65.54,2.050262451
J045341.10+345520.6,77711128,73.421259,34.92241,4989.86,2.861,-0.009,35.94,2.857186317
J045349.00+600424.7,643605019,73.454188,60.073552,4818.56,2.176,-0.272,59.87,3.627442837
J045353.66+604017.6,643605105,73.47362,60.671556,4929.27,2.191,-0.608,52.66,4.359906673
J045407.05+243105.5,265615137,73.529398,24.518206,4668.88,2.472,0.119,89.23,2.749097347
J045408.39+385654.2,123105185,73.53499,38.948414,4909.94,2.177,-0.848,33.24,3.873847485
J045408.39+385654.3,362405185,73.534961,38.948434,4927.88,2.21,-0.75,153.64,4.173792362
J045411.02+243245.7,100015040,73.545929,24.546049,4978.83,2.52,-0.438,203.12,4.227647305
J045416.21+531744.4,492210028,73.56757,53.295684,4906.35,2.654,-0.264,63.82,2.353816271
J045417.35+373915.2,257002210,73.572328,37.654225,4877.66,2.483,-0.357,41.63,4.83897543
J045422.75+533450.8,361713050,73.5948103,53.5807914,4965.58,2.521,-0.205,201.9,2.39078784
J045423.32+195920.9,283404039,73.59717,19.989163,4662.5,2.08,-0.576,77.3,3.073144913
J045424.86+534628.5,361713032,73.6035869,53.774595,4318.77,1.582,-0.641,164.22,2.198554754
J045427.18+181904.9,283405034,73.613266,18.318038,5052.05,2.531,-0.393,137.54,2.581206799
J045427.34+293430.1,782705028,73.6139442,29.5750381,4769.53,2.405,-0.175,142.62,3.466526508
J045433.82+211052.0,805605081,73.640952,21.18113,4864.81,2.453,-0.343,444.8,4.015413761
J045434.14+413925.5,362416243,73.64227,41.657087,5307.81,2.404,-0.517,48.24,2.773794174
J045434.78+174613.1,250801152,73.644918,17.770326,5203.7,3.395,-0.425,55.03,2.147415161
J045441.77+380232.5,319402250,73.674077,38.042375,4698.46,1.748,-0.498,36.17,2.16696167
J045442.02+240109.9,99915103,73.675106,24.019423,4540.03,2.685,0.297,111.56,2.693189383
J045446.02+034508.4,203309108,73.691752,3.7523416,4692.54,2.712,0.114,39.35,2.949584007
J045451.19+490214.8,36912014,73.713296,49.037447,4654.35,2.312,0.048,32.8,2.51674962
J045501.44+243034.2,805611005,73.756028,24.509515,4636.52,2.428,0.057,180.44,3.9350667
J045503.11+233426.3,202704054,73.762994,23.573994,4914.93,2.395,-0.258,83.93,3.586444139
J045504.43+401332.0,405703223,73.768492,40.225581,4844.17,1.637,-0.777,62.76,2.369026184
J045506.92+462122.8,363116243,73.778843,46.356342,4798.91,2.174,-0.255,55.63,2.387038469
J045509.16+560035.0,492316218,73.788168,56.009749,4770.37,2.371,-0.283,81.24,3.98906374
J045523.95+280925.6,255608089,73.849819,28.157137,4973.44,2.309,-0.701,106.13,2.733858347
J045527.33+141804.7,418805171,73.863883,14.30131,4867.62,2.402,-0.281,172.29,2.627757788
J045534.57+533117.4,361713038,73.8940567,53.5215069,4216.4,1.835,-0.177,215.17,2.899528265
J045540.17+412705.7,257016070,73.917394,41.451592,5035.65,2.992,-0.095,30.51,4.579365253
J045540.78+525641.3,492202033,73.919931,52.944808,4602.35,2.538,0.256,101.44,3.614528656
J045548.83+630937.6,643611058,73.953485,63.160454,5472.3,3.482,0.193,51.3,2.185106516
J045549.95+415253.6,123116232,73.958127,41.881576,4003.28,1.668,-0.179,86.33,2.858279228
J045556.48+633404.5,647011125,73.985371,63.567924,5027.42,2.434,-0.38,131.9,3.61759758
J045557.54+105935.4,183604086,73.989755,10.993172,4825.16,2.611,-0.399,81.1,2.394035339
J045605.06+213844.5,99907030,74.021115,21.645721,4810.96,2.515,-0.212,161.9,2.077988863
J045605.44+274127.6,255606226,74.022706,27.691007,4739.44,2.661,0.015,71.98,2.446231842
J045611.08+455919.7,364911070,74.046202,45.988809,5017.67,2.786,-0.125,45,4.331678867
J045612.16+522502.3,29813077,74.0507,52.417306,5581.66,3.471,0.03,55.49,2.183769226
J045616.46+415200.1,405716237,74.068595,41.866703,5387.5,3.192,0.066,31.95,2.753582001
J045620.21+504901.3,29807132,74.084236,50.817051,5192.71,2.652,-0.255,42.81,3.034288883
J045630.26+540025.0,377907057,74.1260886,54.0069703,4884.67,2.392,-0.091,86.91,2.950482368
J045630.26+540025.2,217007088,74.126119,54.007,4842.85,2.287,-0.107,115.18,3.015874386
J045630.68+292124.9,782705141,74.1278539,29.3569358,3893.67,1.465,-0.235,96.05,2.733077049
J045631.71+240933.8,99909046,74.132132,24.159407,4719.82,2.418,-0.096,244.59,3.336527824
J045637.90+422824.3,39201150,74.157939,42.473427,5569.78,2.811,-0.193,53.36,2.031029701
J045654.83+232142.4,202709002,74.228481,23.361782,4852.68,2.441,-0.239,71.13,3.277438641
J045700.81+133855.4,183511031,74.253415,13.648737,4939.14,2.436,-0.728,35.56,4.087379932
J045700.81+133855.5,651713193,74.2534083,13.6487739,4833.25,2.56,-0.575,66.55,3.506182671
J045700.94+282244.6,119413098,74.253918,28.379063,4810.48,2.304,-0.458,47.52,2.366995811
J045708.23+231513.5,100108038,74.284304,23.253755,5570.77,3.297,-0.2,43.57,2.693315744
J045711.33+250618.0,99912065,74.297223,25.105017,4815.26,2.317,-0.111,92.95,3.065751553
J045746.11+234633.6,265609148,74.442152,23.776011,4849.33,2.433,-0.353,162.24,2.609866142
J045746.95+594644.4,647007033,74.445656,59.779001,4896.66,2.075,-0.731,103.36,3.081199884
J045748.26+222326.5,730504121,74.451107,22.390718,5390.23,3.494,0.009,119.93,2.454740524
J045749.36+442106.9,363104169,74.455694,44.351933,5383.46,3.49,-0.084,81.91,4.251841545
J045751.54+185244.3,266214039,74.464789,18.878982,5474.66,3.465,-0.149,69.36,2.498690605
J045756.50+301617.9,121103084,74.485425,30.271645,5073.13,2.587,-0.298,53.16,3.158206463
J045758.18+101841.6,183608119,74.492444,10.311582,4477.5,2.208,-0.24,218.52,2.925861359
J045821.13+273846.8,255606167,74.588064,27.646359,5546.98,3.417,-0.167,72.75,2.45844388
J045821.37+004416.6,203307215,74.589055,0.737953,5133.43,2.618,-0.384,56.9,2.68962431
J045824.42+305204.7,121103121,74.601751,30.867981,4376.63,2.014,-0.405,57.71,2.487844944
J045826.03+204255.6,649406154,74.6084825,20.7154686,5055.48,2.698,-0.115,199.64,3.839340448
J045826.63+292254.9,782708178,74.6109686,29.3819306,4569.15,2.322,-0.111,199.68,2.372750521
J045832.08+541144.9,409707200,74.63301167,54.19583194,4580.23,2.708,0.211,271.04,3.889178276
J045832.57+393735.5,315204156,74.635731,39.626535,4907.04,2.127,-0.454,62.52,2.730848074
J045835.85+211944.4,100007226,74.649394,21.329021,4341.91,2.123,-0.212,101.43,2.094108343
J045842.41+250231.6,265612032,74.676747,25.042113,4989.42,2.441,-0.623,53.16,4.437906742
J045847.12+245711.2,202712044,74.696373,24.953115,5049.83,2.177,-0.369,39.07,2.824613333
J045847.43+192534.3,283408046,74.697628,19.426219,5043.02,3.35,-0.509,33.32,2.198560953
J045847.58+161205.4,402709072,74.698287,16.201513,4687.9,2.147,-0.534,43.5,3.981678963
J045849.81+114531.9,183609012,74.707548,11.758882,4725.31,2.515,-0.024,150.56,3.202430248
J045901.83+320003.4,77708006,74.757651,32.000964,4791.71,2.225,-0.268,64.77,4.303606033
J045903.49+595621.8,215515080,74.764579,59.939392,4897.51,2.544,-0.22,113.45,2.308555365
J045905.74+252101.0,202712042,74.773933,25.350298,4926.18,2.429,-0.408,34.66,2.211174965
J045908.65+561844.6,492316065,74.786073,56.312399,4883.66,2.578,0.066,120.96,2.317286015
J045914.40+241558.8,687710005,74.81003,24.266343,4998.79,2.515,-0.205,51.28,4.498444557
J045915.72+301716.9,121103090,74.815536,30.288043,3971.24,1.56,-0.399,47.94,2.83962512
J045919.74+441015.0,363104184,74.832264,44.170835,4923.43,2.109,-0.604,67.13,2.746948004
J045922.61+393055.7,319404008,74.844249,39.515493,4910.06,2.352,-0.301,53.33,2.517956972
J045923.44+393235.0,362404008,74.847677,39.543074,4867.35,2.476,-0.29,200.94,2.649193287
J045925.56+170800.1,317802091,74.856527,17.133365,4904.34,2.259,-0.559,107.76,2.390434742
J045927.25+311257.9,782709029,74.8635556,31.2160958,4847.42,2.309,-0.223,67.01,2.796010017
J045934.60+212243.5,805608114,74.894194,21.378776,4616.15,2.208,-0.318,184.67,3.693183184
J045935.34+395546.0,302704009,74.897265,39.929468,5334.82,3.442,-0.574,30.72,2.010332108
J045944.86+392400.4,405704005,74.936934,39.400133,4325.74,2.244,-0.108,93.16,2.917660952
J045955.82+221115.2,100007178,74.982589,22.187576,4780,2.353,-0.439,230.18,3.229103565
J050006.81+420635.7,39107154,75.028414,42.109939,4785.1,2.455,-0.239,94.73,2.186395168
J050012.05+245241.4,100012014,75.050242,24.878172,4682.08,2.477,0.059,110.36,3.028102875
J050013.03+452950.2,39112095,75.054315,45.497289,5172.89,2.633,-0.188,92.32,2.685065269
J050013.03+452950.3,309109201,75.0543303,45.4973067,5093.92,2.43,-0.243,334.62,2.429163456
J050022.23+303250.7,782708035,75.0926594,30.5474183,5507.52,3.144,0.136,111.98,2.248915911
J050026.62+384417.3,257005167,75.110958,38.738156,4703.09,2.053,-0.344,139.61,2.856025696
J050032.89+223518.3,100106234,75.13705,22.588429,4302.71,1.669,-0.536,65.77,2.897210598
J050032.89+223518.4,687702092,75.137076,22.58845,4404.03,2.121,-0.432,108.9,3.352992535
J050033.09+131425.1,407210119,75.137915,13.240307,4812.32,2.392,-0.457,87.79,3.468247414
J050047.17+232153.8,687710045,75.19766944,23.36533556,4890.74,2.532,-0.237,254.77,2.153531551
J050104.99+383952.7,319405146,75.270822,38.664661,5257.83,3.464,-0.33,41.77,2.236871481
J050107.37+364712.3,162514107,75.280741,36.78677,4735.84,2.517,0.144,36.39,3.069858074
J050109.31+522757.3,108514011,75.28881,52.465919,4382.57,2.048,-0.135,45.59,3.438919067
J050117.13+372550.4,123101006,75.32141,37.430679,4965.24,2.429,-0.549,42.94,2.126105309
J050130.56+203556.5,293602195,75.377346,20.599033,4903.34,2.398,-0.647,154.51,4.919852257
J050137.82+233446.0,202216040,75.40762,23.579467,4925.52,2.343,-0.317,128.69,3.315335274
J050138.67+174220.5,283407087,75.411144,17.705698,5042.22,2.959,-0.507,39.61,2.422870636
J050144.26+452159.2,309109126,75.4344375,45.3664639,4779.57,2.544,-0.084,103.56,2.270843744
J050147.21+200501.8,283413231,75.446737,20.083841,4727.04,2.542,0.125,52.25,2.243682384
J050154.41+153239.0,402713238,75.476714,15.54419,5026.54,3.175,-0.495,42.15,2.884383917
J050155.97+311603.1,782713239,75.48208167,31.26811889,5527.49,2.699,-0.007,236.11,2.657317162
J050158.94+405815.9,315115029,75.495601,40.971105,5519.62,3.245,-0.127,129.41,2.229119062
J050200.98+221637.4,265606216,75.504124,22.277069,4795.38,2.417,-0.425,118.62,2.942299843
J050203.22+495539.3,108602091,75.513445,49.92761,4679.26,2.533,0.19,130.06,2.181452274
J050207.51+485921.0,290910048,75.5312967,48.9891908,5589.02,2.837,-0.138,35.78,2.640756607
J050209.92+414510.5,315111101,75.541353,41.752926,4828.43,2.524,-0.208,92.87,4.035489082
J050218.59+232643.2,730513156,75.5774678,23.4453475,4678.25,2.472,-0.026,186.56,4.052694798
J050221.59+150447.5,407216018,75.589971,15.079886,5428.01,3.481,-0.221,101.04,2.555335045
J050223.04+552307.5,492215091,75.59601,55.385427,4749.89,1.993,-0.453,72.98,3.022663593
J050223.17+502716.4,108510037,75.596557,50.454571,4997.15,2.456,-0.553,30.36,2.04561305
J050223.68+222352.4,632602219,75.598686,22.397891,5510.15,3.431,-0.164,37.1,3.28771925
J050234.59+320524.1,77706228,75.644152,32.090038,4134.66,1.91,-0.261,51.53,2.499417067
J050242.88+371301.9,257001191,75.678698,37.217202,4852.95,2.219,-0.521,79.14,2.490739822
J050252.94+495600.2,108502083,75.720587,49.933403,4672.42,2.467,0.004,124.87,3.98629427
J050252.95+495600.2,290914074,75.7206539,49.9333969,4679.33,2.598,0.032,158.04,3.552524567
J050253.44+395051.9,257004067,75.722692,39.847763,5455.17,3.273,-0.195,51.57,3.12341547
J050253.81+191852.0,266215075,75.724242,19.314469,4884.75,1.973,-0.736,38.34,2.254161835
J050301.22+311650.2,782713157,75.7550872,31.2806217,4435.46,1.993,-0.427,156.67,3.432205915
J050302.85+391716.3,302708239,75.761878,39.287869,4794.8,1.977,-0.626,37.47,2.667972565
J050303.12+234307.7,687703229,75.7630172,23.7188092,4964.59,2.487,-0.224,105.75,3.091301441
J050323.73+542923.7,492304173,75.84891,54.489944,4881.31,2.837,-0.053,71.64,2.552155972
J050325.43+524211.5,492201060,75.855969,52.703206,5035.75,2.703,-0.051,38.28,2.865564108
J050333.49+204204.5,266216144,75.889565,20.701261,5022.58,3.073,-0.223,33.33,2.290894747
J050336.25+520751.7,108514158,75.901059,52.131038,5004.98,2.566,-0.257,94.74,2.859695673
J050345.91+602814.0,215411080,75.941326,60.470579,4038.58,1.469,-0.122,92.18,2.671898842
J050356.05+422920.0,39107095,75.983548,42.488911,4551.89,1.894,-0.492,158.68,3.058279037
J050400.93+523732.4,108516084,76.0039,52.625677,4591.41,2.269,-0.34,76.83,2.344346762
J050404.15+504558.0,108410219,76.017317,50.766136,5579.22,3.2,-0.078,33.13,2.637305737
J050406.95+374138.6,315107160,76.02896,37.694065,5103.07,2.355,-0.385,69,2.812484264
J050417.49+074756.2,780306062,76.072915,7.7989712,4859.53,2.659,-0.499,44.11,2.107239723
J050418.44+252210.9,687715085,76.0768611,25.3697156,4682.82,2.181,-0.494,65.33,3.796071053
J050424.86+592806.2,643607204,76.103607,59.468412,5287.06,3.26,0.078,62.79,2.921453953
J050425.36+444621.2,307302158,76.10467611,44.77256111,4524.71,2.408,-0.01,220.94,3.039794922
J050433.85+410324.1,315209099,76.141044,41.056722,4825.62,2.779,0.229,71.62,2.651582241
J050435.63+291430.4,121105021,76.148462,29.241786,4834.14,2.298,-0.674,64.95,2.134080887
J050436.03+153245.1,402713016,76.150129,15.545871,5149.33,2.579,-0.666,159.07,2.347374201
J050443.39+403842.3,315209069,76.1808,40.645097,5170.65,2.59,-0.347,60.69,3.661323786
J050456.89+612302.1,643608076,76.237082,61.383943,5214.26,3.05,-0.06,83.36,3.155614376
J050458.49+224543.6,202215100,76.243711,22.762124,5161.43,3.282,-0.126,163.07,2.289701939
J050501.55+470848.8,87314065,76.256491,47.146915,4458.03,2.463,-0.049,68.43,3.639309883
J050515.95+600919.9,643607189,76.316475,60.155551,5315.7,3.046,-0.024,33.08,2.73434782
J050520.90+174152.8,266205029,76.337117,17.698005,4924.88,2.311,-0.55,106.51,2.31281209
J050524.74+425932.4,39206210,76.353101,42.992355,4492.01,2.185,-0.34,44.43,2.131067753
J050524.75+272945.5,130814135,76.353155,27.495992,4897.54,2.372,-0.479,36.66,2.784860134
J050529.47+325546.3,116705035,76.372795,32.92954,5028,2.567,-0.026,133.25,3.117968082
J050533.39+511100.9,108603077,76.389165,51.183605,4723.84,2.296,-0.348,32,4.088046551
J050537.84+402146.1,302709035,76.407683,40.362833,4852.76,2.303,-0.239,85.86,2.850944281
J050540.82+255849.8,687716121,76.4201167,25.9805225,5596.4,3.347,0.047,81.5,2.817135572
